Año,Trimestre,Provincia,Mbps (Media de bajada),Velocidad anterior,Variación (%)
2024,1,Jujuy,47.52,46.2,2.8571428571428577
2024,2,Jujuy,49.87,47.52,4.945286195286183
2014,2,La Pampa,2.68457605542687,2.64721042446136,1.4115096639177405
2014,3,La Pampa,2.81651954574832,2.68457605542687,4.91487250118044
2014,4,La Pampa,2.7542087306377,2.81651954574832,-2.212333843188887
2015,1,La Pampa,2.83409951021787,2.7542087306377,2.9006799191168184
2015,2,La Pampa,2.86265664010624,2.83409951021787,1.0076262243231782
2015,3,La Pampa,2.91493221414279,2.86265664010624,1.826120999080423
2015,4,La Pampa,2.93674770722963,2.91493221414279,0.7484048164480334
2016,1,La Pampa,3.04764203627926,2.93674770722963,3.7760931515033533
2016,2,La Pampa,3.14606780652538,3.04764203627926,3.2295712250472954
2016,3,La Pampa,3.14499842618823,3.14606780652538,-0.0339910136371627
2016,4,La Pampa,3.1895597297498,3.14499842618823,1.4168943040006272
2017,1,La Pampa,3.22081358421833,3.1895597297498,0.9798798930465974
2017,2,La Pampa,3.31825936149611,3.22081358421833,3.025501933898151
2017,3,La Pampa,3.43810111433207,3.31825936149611,3.611584863635465
2017,4,La Pampa,3.9758194449815,3.43810111433207,15.639980115997668
2018,1,La Pampa,3.9951313520641,3.9758194449815,0.48573400653232224
2018,2,La Pampa,4.09836417105747,3.9951313520641,2.5839655795055188
2018,3,La Pampa,4.28304837616766,4.09836417105747,4.506290739471728
2018,4,La Pampa,4.31909495794348,4.28304837616766,0.8416104281332817
2019,1,La Pampa,5.0578618428674,4.31909495794348,17.104668735407497
2019,2,La Pampa,5.49228832141797,5.0578618428674,8.589132958686852
2019,3,La Pampa,5.71966646489104,5.49228832141797,4.1399527877365045
2019,4,La Pampa,6.52615219569304,5.71966646489104,14.100223076860205
2020,1,La Pampa,7.29175772047483,6.52615219569304,11.731346463036118
2020,2,La Pampa,8.0288622555984,7.29175772047483,10.108735964359093
2020,3,La Pampa,10.6976309054021,8.0288622555984,33.239686581281305
2020,4,La Pampa,9.87560517086093,10.6976309054021,-7.684184861211314
2021,1,La Pampa,10.7285119295318,9.87560517086093,8.636501195769421
2021,2,La Pampa,12.2792237380482,10.7285119295318,14.454118322298164
2021,3,La Pampa,12.9916150724036,12.2792237380482,5.80159910392378
2021,4,La Pampa,13.8538828428544,12.9916150724036,6.637109902389293
2022,1,La Pampa,14.84,13.8538828428544,7.1179839495627215
2022,2,La Pampa,16.07,14.84,8.288409703504046
2022,3,La Pampa,18.1,16.07,12.63223397635346
2022,4,La Pampa,19.1,18.1,5.524861878453039
2023,1,La Pampa,20.09,19.1,5.18324607329842
2023,2,La Pampa,22.78,20.09,13.38974614235939
2023,3,La Pampa,24.21,22.78,6.277436347673396
2023,4,La Pampa,25.61,24.21,5.782734407269717
2024,1,La Pampa,26.55,25.61,3.6704412338930155
2024,2,La Pampa,28.73,26.55,8.210922787193972
2014,2,La Rioja,3.09515334338864,2.96474037298708,4.3987990176072165
2014,3,La Rioja,3.09517878464149,3.09515334338864,0.0008219706756869929
2014,4,La Rioja,3.58202389952445,3.09517878464149,15.729143573182972
2015,1,La Rioja,3.78040210603649,3.58202389952445,5.538159768793742
2015,2,La Rioja,4.00155139620813,3.78040210603649,5.849888026951224
2015,3,La Rioja,4.24585057539801,4.00155139620813,6.1051116179933995
2015,4,La Rioja,4.52167186392629,4.24585057539801,6.496255193870648
2016,1,La Rioja,4.61697393805045,4.52167186392629,2.1076733781696175
2016,2,La Rioja,4.77384306700108,4.61697393805045,3.3976611316300454
2016,3,La Rioja,5.07673173900207,4.77384306700108,6.344755530291539
2016,4,La Rioja,5.34376242721422,5.07673173900207,5.259893607548398
2017,1,La Rioja,5.42718047337278,5.34376242721422,1.5610358299937868
2017,2,La Rioja,5.53385510805501,5.42718047337278,1.9655626932917554
2017,3,La Rioja,5.01009020876666,5.53385510805501,-9.464738217051703
2017,4,La Rioja,5.87758884950666,5.01009020876666,17.315030360572155
2018,1,La Rioja,5.89082060411163,5.87758884950666,0.22512215372261796
2018,2,La Rioja,5.59186158436808,5.89082060411163,-5.074997862519948
2018,3,La Rioja,6.1560132256261,5.59186158436808,10.08879838576643
2018,4,La Rioja,7.09338212515489,6.1560132256261,15.226882483402312
2019,1,La Rioja,7.09279228699204,7.09338212515489,-0.008315330436777863
2019,2,La Rioja,7.89416348600509,7.09279228699204,11.298388090156537
2019,3,La Rioja,8.00237529691211,7.89416348600509,1.370782491379351
2019,4,La Rioja,8.00088036402963,8.00237529691211,-0.018681114381834455
2020,1,La Rioja,7.96241894715069,8.00088036402963,-0.4807148104832939
2020,2,La Rioja,11.6691109619773,7.96241894715069,46.55233590984345
2020,3,La Rioja,12.1947037670582,11.6691109619773,4.504137519931859
2020,4,La Rioja,12.5346559805983,12.1947037670582,2.7877037444601105
2021,1,La Rioja,12.6975547321819,12.5346559805983,1.2995869358978904
2021,2,La Rioja,38.5348943830077,12.6975547321819,203.4827980330825
2021,3,La Rioja,38.8679518544504,38.5348943830077,0.8643009842776803
2021,4,La Rioja,39.69594513668,38.8679518544504,2.1302724808608438
2022,1,La Rioja,41.37,39.69594513668,4.217193613997437
2022,2,La Rioja,43.28,41.37,4.616872129562495
2022,3,La Rioja,44.3,43.28,2.3567467652495284
2022,4,La Rioja,61.0,44.3,37.69751693002259
2023,1,La Rioja,63.13,61.0,3.4918032786885287
2023,2,La Rioja,63.55,63.13,0.6652938381118242
2023,3,La Rioja,63.84,63.55,0.45633359559403036
2023,4,La Rioja,64.18,63.84,0.5325814536340906
2024,1,La Rioja,63.71,64.18,-0.7323153630414552
2024,2,La Rioja,64.24,63.71,0.8318945220530436
2014,2,Mendoza,3.50303318206071,3.50268055655512,0.010067304165947269
2014,3,Mendoza,3.50285317684907,3.50303318206071,-0.00513855285646951
2014,4,Mendoza,3.49876776859991,3.50285317684907,-0.11663087325958398
2015,1,Mendoza,3.49913067089835,3.49876776859991,0.010372288829708726
2015,2,Mendoza,3.49972410886249,3.49913067089835,0.01695958282083809
2015,3,Mendoza,3.50016095102191,3.49972410886249,0.012482188476326013
2015,4,Mendoza,3.5017779300891,3.50016095102191,0.046197277491430135
2016,1,Mendoza,3.50286892297888,3.5017779300891,0.03115539910185005
2016,2,Mendoza,3.50016856787161,3.50286892297888,-0.07708981314017663
2016,3,Mendoza,3.50729080145311,3.50016856787161,0.20348258786378032
2016,4,Mendoza,3.50660346974538,3.50729080145311,-0.01959722608245268
2017,1,Mendoza,3.5072942051441,3.50660346974538,0.019698132528510066
2017,2,Mendoza,3.50725586321512,3.5072942051441,-0.0010932053810468396
2017,3,Mendoza,3.51296266166304,3.50725586321512,0.1627140610918622
2017,4,Mendoza,5.71002586675844,3.51296266166304,62.54160424396053
2018,1,Mendoza,5.88162696916937,5.71002586675844,3.0052596330592034
2018,2,Mendoza,5.88052966304504,5.88162696916937,-0.018656506610873647
2018,3,Mendoza,5.78601567715813,5.88052966304504,-1.6072359345598297
2018,4,Mendoza,5.74667510243432,5.78601567715813,-0.6799251318851008
2019,1,Mendoza,5.7427641753174,5.74667510243432,-0.06805547637909333
2019,2,Mendoza,6.02629690452623,5.7427641753174,4.937217001308601
2019,3,Mendoza,6.10822854552147,6.02629690452623,1.359568608936323
2019,4,Mendoza,7.78520088998709,6.10822854552147,27.45431563288786
2020,1,Mendoza,8.440867710217,7.78520088998709,8.421964050705414
2020,2,Mendoza,9.27456273209416,8.440867710217,9.876887667224524
2020,3,Mendoza,10.1874910345956,9.27456273209416,9.843356812308759
2020,4,Mendoza,11.0931713194572,10.1874910345956,8.890121049294756
2021,1,Mendoza,12.5993612452542,11.0931713194572,13.577631521431316
2021,2,Mendoza,13.465987205003,12.5993612452542,6.878332503365854
2021,3,Mendoza,13.3651561731845,13.465987205003,-0.7487830656859503
2021,4,Mendoza,22.2315834010052,13.3651561731845,66.33986997929786
2022,1,Mendoza,26.2,22.2315834010052,17.85035517899894
2022,2,Mendoza,29.72,26.2,13.435114503816791
2022,3,Mendoza,34.16,29.72,14.939434724091512
2022,4,Mendoza,38.76,34.16,13.466042154566752
2023,1,Mendoza,41.45,38.76,6.940144478844182
2023,2,Mendoza,42.69,41.45,2.9915560916767063
2023,3,Mendoza,46.96,42.69,10.002342468962294
2023,4,Mendoza,49.46,46.96,5.3236797274275975
2024,1,Mendoza,51.85,49.46,4.83218762636474
2024,2,Mendoza,55.32,51.85,6.692381870781097
2014,2,Misiones,3.54002388571276,3.40312626767991,4.022701694409369
2014,3,Misiones,3.57752385757149,3.54002388571276,1.0593140913561807
2014,4,Misiones,4.02561996141346,3.57752385757149,12.525314202828216
2015,1,Misiones,4.9730042513212,4.02561996141346,23.533873018035667
2015,2,Misiones,5.32756264967692,4.9730042513212,7.129662080251044
2015,3,Misiones,5.63428905090369,5.32756264967692,5.757349493494387
2015,4,Misiones,5.9022914436487,5.63428905090369,4.756631942800746
2016,1,Misiones,6.00096871738031,5.9022914436487,1.6718468525947525
2016,2,Misiones,6.23366056675479,6.00096871738031,3.877571444432731
2016,3,Misiones,6.74122226984224,6.23366056675479,8.142273671337922
2016,4,Misiones,7.10947580910136,6.74122226984224,5.462711723755968
2017,1,Misiones,7.34104198891632,7.10947580910136,3.257148431653926
2017,2,Misiones,7.60433849052066,7.34104198891632,3.5866366382575
2017,3,Misiones,8.43038302528699,7.60433849052066,10.862805959993125
2017,4,Misiones,11.3241237232496,8.43038302528699,34.325139074735006
2018,1,Misiones,12.082189465143,11.3241237232496,6.694255206140241
2018,2,Misiones,11.759657402552,12.082189465143,-2.6694835693605174
2018,3,Misiones,12.4874857587211,11.759657402552,6.189196940475084
2018,4,Misiones,12.4951126741558,12.4874857587211,0.06107646953169961
2019,1,Misiones,12.5127734596835,12.4951126741558,0.1413415467971546
2019,2,Misiones,14.5013025473924,12.5127734596835,15.891993043077113
2019,3,Misiones,17.9315224613728,14.5013025473924,23.654564152219663
2019,4,Misiones,20.3203474357427,17.9315224613728,13.321930580717774
2020,1,Misiones,22.1482130684363,20.3203474357427,8.995247933007551
2020,2,Misiones,22.5601226175832,22.1482130684363,1.8597868273803064
2020,3,Misiones,24.1417618725215,22.5601226175832,7.01077419546284
2020,4,Misiones,24.9566177796804,24.1417618725215,3.3752959351586567
2021,1,Misiones,25.0768261260814,24.9566177796804,0.4816692208143424
2021,2,Misiones,28.6822217353969,25.0768261260814,14.377400039336214
2021,3,Misiones,30.878718314265,28.6822217353969,7.6580419715443115
2021,4,Misiones,38.9033492509076,30.878718314265,25.98757777111323
2022,1,Misiones,41.87,38.9033492509076,7.6256949754093055
2022,2,Misiones,46.23,41.87,10.41318366372104
2022,3,Misiones,49.3,46.23,6.64070949599827
2022,4,Misiones,91.24,49.3,85.0709939148073
2023,1,Misiones,89.81,91.24,-1.567295046032434
2023,2,Misiones,90.55,89.81,0.8239616969157051
2023,3,Misiones,91.49,90.55,1.0381004969630014
2023,4,Misiones,93.65,91.49,2.3609137610667954
2024,1,Misiones,94.98,93.65,1.420181526962091
2024,2,Misiones,96.15,94.98,1.2318382817435267
2014,2,Neuquén,3.66470433804515,3.54930165082541,3.251419534682342
2014,3,Neuquén,3.7429104879161,3.66470433804515,2.1340370915888762
2014,4,Neuquén,3.85077258259739,3.7429104879161,2.8817706175320006
2015,1,Neuquén,3.91149163819858,3.85077258259739,1.576801909195956
2015,2,Neuquén,4.05961773753304,3.91149163819858,3.786946593158998
2015,3,Neuquén,4.22994398489574,4.05961773753304,4.19562279935755
2015,4,Neuquén,4.35559286155294,4.22994398489574,2.9704619518808393
2016,1,Neuquén,4.42049314901527,4.35559286155294,1.490044857847219
2016,2,Neuquén,4.86640695565863,4.42049314901527,10.08742218597701
2016,3,Neuquén,5.29216686473129,4.86640695565863,8.74895817287925
2016,4,Neuquén,5.67844630654237,5.29216686473129,7.299079029147233
2017,1,Neuquén,6.03483614442139,5.67844630654237,6.276185749408395
2017,2,Neuquén,6.70061069844688,6.03483614442139,11.032189409830673
2017,3,Neuquén,8.16517738570226,6.70061069844688,21.85721202389579
2017,4,Neuquén,10.7191515245403,8.16517738570226,31.27885676201242
2018,1,Neuquén,11.9604599560741,10.7191515245403,11.580286263254735
2018,2,Neuquén,13.365011560108,11.9604599560741,11.743290886740528
2018,3,Neuquén,14.6742442866248,13.365011560108,9.795971523321455
2018,4,Neuquén,15.8912336460704,14.6742442866248,8.293369904948735
2019,1,Neuquén,15.8846532639152,15.8912336460704,-0.04140888178828392
2019,2,Neuquén,17.242865250196,15.8846532639152,8.55046669080414
2019,3,Neuquén,23.7484151599667,17.242865250196,37.728937826599044
2019,4,Neuquén,26.0198843147829,23.7484151599667,9.564718906570537
2020,1,Neuquén,27.7682820789762,26.0198843147829,6.719467861738214
2020,2,Neuquén,29.1001476238785,27.7682820789762,4.796355572571326
2020,3,Neuquén,31.4609040270338,29.1001476238785,8.112523804580809
2020,4,Neuquén,33.9078648667739,31.4609040270338,7.777782983087422
2021,1,Neuquén,34.2385026475364,33.9078648667739,0.9751064599956307
2021,2,Neuquén,36.1097214584669,34.2385026475364,5.465247210701669
2021,3,Neuquén,38.3422231542874,36.1097214584669,6.18255030958438
2021,4,Neuquén,40.0925301111676,38.3422231542874,4.564959496054877
2022,1,Neuquén,43.05,40.0925301111676,7.376610756746952
2022,2,Neuquén,46.53,43.05,8.083623693379801
2022,3,Neuquén,47.81,46.53,2.750913389211264
2022,4,Neuquén,95.37,47.81,99.47709684166493
2023,1,Neuquén,93.42,95.37,-2.0446681346335356
2023,2,Neuquén,93.97,93.42,0.5887390280453834
2023,3,Neuquén,96.57,93.97,2.7668404810045697
2023,4,Neuquén,99.63,96.57,3.168685927306619
2024,1,Neuquén,98.16,99.63,-1.4754591990364336
2024,2,Neuquén,97.04,98.16,-1.140994295028515
2014,2,Río Negro,3.42862575044451,3.3537963181895,2.2311859503562648
2014,3,Río Negro,3.47997917029004,3.42862575044451,1.49778434811301
2014,4,Río Negro,3.54312925425425,3.47997917029004,1.8146684469650662
2015,1,Río Negro,3.58529708825738,3.54312925425425,1.1901297123862653
2015,2,Río Negro,3.66673444862143,3.58529708825738,2.271425724545262
2015,3,Río Negro,3.73683145620249,3.66673444862143,1.9117012307071757
2015,4,Río Negro,3.76893229959851,3.73683145620249,0.8590391023051926
2016,1,Río Negro,3.82665919682892,3.76893229959851,1.531651211579459
2016,2,Río Negro,3.97661641190515,3.82665919682892,3.918750203846126
2016,3,Río Negro,4.16292428248275,3.97661641190515,4.685085290596146
2016,4,Río Negro,4.36993046316533,4.16292428248275,4.972614600598073
2017,1,Río Negro,4.44944887797169,4.36993046316533,1.8196723146198874
2017,2,Río Negro,4.74135085738145,4.44944887797169,6.56040753395115
2017,3,Río Negro,5.48727880467388,4.74135085738145,15.73239293462435
2017,4,Río Negro,8.04552232467275,5.48727880467388,46.621351148037945
2018,1,Río Negro,8.97624319436158,8.04552232467275,11.56818453954992
2018,2,Río Negro,9.50959511437395,8.97624319436158,5.9418167318304675
2018,3,Río Negro,10.0644600810675,9.50959511437395,5.834790651127307
2018,4,Río Negro,10.4870055652755,10.0644600810675,4.198391973384245
2019,1,Río Negro,10.4884206481363,10.4870055652755,0.013493678934301532
2019,2,Río Negro,11.6280502043199,10.4884206481363,10.865597351743343
2019,3,Río Negro,15.9837185039992,11.6280502043199,37.4582859821257
2019,4,Río Negro,17.176998973856,15.9837185039992,7.465599882519439
2020,1,Río Negro,19.0603005640612,17.176998973856,10.964089786997434
2020,2,Río Negro,19.6795960472832,19.0603005640612,3.249138077023305
2020,3,Río Negro,21.0777787032588,19.6795960472832,7.1047324986562455
2020,4,Río Negro,21.63671918985,21.0777787032588,2.65179976723441
2021,1,Río Negro,21.923906760831,21.63671918985,1.3273157009668985
2021,2,Río Negro,23.7484466814427,21.923906760831,8.322147783767281
2021,3,Río Negro,25.4000651971487,23.7484466814427,6.954638077430937
2021,4,Río Negro,27.2031704548921,25.4000651971487,7.0988213760404415
2022,1,Río Negro,31.09,27.2031704548921,14.288149065392892
2022,2,Río Negro,33.26,31.09,6.979736249597936
2022,3,Río Negro,34.13,33.26,2.6157546602525694
2022,4,Río Negro,75.31,34.13,120.65631409317315
2023,1,Río Negro,74.4,75.31,-1.2083388660204442
2023,2,Río Negro,70.76,74.4,-4.89247311827957
2023,3,Río Negro,70.93,70.76,0.24024872809497133
2023,4,Río Negro,74.37,70.93,4.849851966727757
2024,1,Río Negro,75.0,74.37,0.8471157724889007
2024,2,Río Negro,75.05,75.0,0.06666666666666288
2014,2,Salta,3.39113775110879,3.30090197925452,2.733670142930118
2014,3,Salta,3.41091036248803,3.39113775110879,0.5830671836546674
2014,4,Salta,3.86225943150255,3.41091036248803,13.232510416523846
2015,1,Salta,4.02277793616362,3.86225943150255,4.156077744332748
2015,2,Salta,4.21812164568684,4.02277793616362,4.85594066148012
2015,3,Salta,4.42183141297756,4.21812164568684,4.829395271210808
2015,4,Salta,4.67346703814158,4.42183141297756,5.690755744904682
2016,1,Salta,4.74185878457152,4.67346703814158,1.4634049169872048
2016,2,Salta,4.74937893532293,4.74185878457152,0.15859077828041063
2016,3,Salta,5.05287443655048,4.74937893532293,6.39021449668585
2016,4,Salta,5.22088357784697,5.05287443655048,3.3250211024675083
2017,1,Salta,5.33537121782187,5.22088357784697,2.1928786242368865
2017,2,Salta,5.75621313483984,5.33537121782187,7.887772000047939
2017,3,Salta,6.13314620689655,5.75621313483984,6.548282060219386
2017,4,Salta,8.45174276777563,6.13314620689655,37.80435819827486
2018,1,Salta,9.1894409821995,8.45174276777563,8.728356206444527
2018,2,Salta,8.92827170644268,9.1894409821995,-2.8420583609244514
2018,3,Salta,9.26584817756241,8.92827170644268,3.7809833999130174
2018,4,Salta,10.4572840891359,9.26584817756241,12.858357796737879
2019,1,Salta,10.3771000139695,10.4572840891359,-0.7667772481164942
2019,2,Salta,12.5487487506016,10.3771000139695,20.92731816893601
2019,3,Salta,14.7464652444555,12.5487487506016,17.513431319186616
2019,4,Salta,19.0835730228338,14.7464652444555,29.411168754552907
2020,1,Salta,21.4250472439027,19.0835730228338,12.269579801787058
2020,2,Salta,22.5585361879566,21.4250472439027,5.290485155763091
2020,3,Salta,25.2611559240277,22.5585361879566,11.980474768189772
2020,4,Salta,25.3224396507447,25.2611559240277,0.24260064306362902
2021,1,Salta,27.3188406940498,25.3224396507447,7.883920628660243
2021,2,Salta,29.2393542207424,27.3188406940498,7.0299964343322126
2021,3,Salta,31.2096818570388,29.2393542207424,6.738615433916284
2021,4,Salta,33.9406397449852,31.2096818570388,8.750354779186829
2022,1,Salta,36.71,33.9406397449852,8.159422673887525
2022,2,Salta,38.77,36.71,5.61154998637974
2022,3,Salta,41.33,38.77,6.603043590404939
2022,4,Salta,75.93,41.33,83.71642874425359
2023,1,Salta,76.85,75.93,1.2116423021203575
2023,2,Salta,79.1,76.85,2.9277813923227067
2023,3,Salta,80.8,79.1,2.1491782553729495
2023,4,Salta,83.04,80.8,2.7722772277227836
2024,1,Salta,84.34,83.04,1.5655105973025014
2024,2,Salta,87.03,84.34,3.1894711880483726
2014,2,San Juan,3.47248406459358,3.46913845974917,0.09643906933169633
2014,3,San Juan,3.47372598559039,3.47248406459358,0.03576462767599632
2014,4,San Juan,3.47522016922811,3.47372598559039,0.04301386015816829
2015,1,San Juan,3.47698917009324,3.47522016922811,0.05090327458369397
2015,2,San Juan,3.47891928906671,3.47698917009324,0.05551121614273516
2015,3,San Juan,3.48109282037388,3.47891928906671,0.062477198421952734
2015,4,San Juan,3.48160411695573,3.48109282037388,0.014687818114404755
2016,1,San Juan,3.48552349076048,3.48160411695573,0.11257379280034567
2016,2,San Juan,3.48837182942843,3.48552349076048,0.08171910691465202
2016,3,San Juan,3.48906744628773,3.48837182942843,0.01994101814008604
2016,4,San Juan,3.49113555404487,3.48906744628773,0.05927394035734298
2017,1,San Juan,3.49243516124643,3.49113555404487,0.037225916365646206
2017,2,San Juan,3.49203380952381,3.49243516124643,-0.011492030749019647
2017,3,San Juan,3.44978420649118,3.49203380952381,-1.209885279959285
2017,4,San Juan,5.83226007301013,3.44978420649118,69.0615912159386
2018,1,San Juan,5.85058103554975,5.83226007301013,0.3141314397895825
2018,2,San Juan,5.84559783069231,5.85058103554975,-0.0851745292845327
2018,3,San Juan,5.73820472587736,5.84559783069231,-1.8371620478419348
2018,4,San Juan,5.71526653935785,5.73820472587736,-0.3997450006631257
2019,1,San Juan,5.83926318942954,5.71526653935785,2.169568981915279
2019,2,San Juan,6.11852201306904,5.83926318942954,4.782432553220488
2019,3,San Juan,6.0382295086509,6.11852201306904,-1.3122859449820743
2019,4,San Juan,6.04017169846849,6.0382295086509,0.03216488897626704
2020,1,San Juan,6.0369845914841,6.04017169846849,-0.05276517197678249
2020,2,San Juan,6.30861496319647,6.0369845914841,4.499437883203098
2020,3,San Juan,6.02786479358268,6.30861496319647,-4.450266361977155
2020,4,San Juan,6.41286739795318,6.02786479358268,6.3870477781847015
2021,1,San Juan,6.91008999538207,6.41286739795318,7.753514404298937
2021,2,San Juan,6.99316260162602,6.91008999538207,1.202192826713779
2021,3,San Juan,7.04130082039497,6.99316260162602,0.688361210959937
2021,4,San Juan,11.0527493081578,7.04130082039497,56.97027566474306
2022,1,San Juan,11.99,11.0527493081578,8.479796887733944
2022,2,San Juan,14.44,11.99,20.433694745621345
2022,3,San Juan,15.84,14.44,9.695290858725764
2022,4,San Juan,16.39,15.84,3.4722222222222268
2023,1,San Juan,18.7,16.39,14.093959731543615
2023,2,San Juan,20.39,18.7,9.03743315508022
2023,3,San Juan,24.45,20.39,19.91172143207454
2023,4,San Juan,24.78,24.45,1.34969325153375
2024,1,San Juan,30.58,24.78,23.405972558514918
2024,2,San Juan,32.17,30.58,5.199476782210607
2014,2,San Luis,3.50410448104175,3.50281532213108,0.03680350781055501
2014,3,San Luis,3.50311319018405,3.50410448104175,-0.028289420679744177
2014,4,San Luis,3.50362120635887,3.50311319018405,0.014501848705407319
2015,1,San Luis,3.50099427046543,3.50362120635887,-0.0749777369960011
2015,2,San Luis,3.50277095310136,3.50099427046543,0.050747944688690066
2015,3,San Luis,3.50275387159826,3.50277095310136,-0.0004876568673397406
2015,4,San Luis,3.50293742586002,3.50275387159826,0.005240284315954888
2016,1,San Luis,3.50290043923865,3.50293742586002,-0.0010558744525960922
2016,2,San Luis,3.50198336917563,3.50290043923865,-0.026180306261258987
2016,3,San Luis,3.50302377404017,3.50198336917563,0.02970901785820689
2016,4,San Luis,3.50282414997505,3.50302377404017,-0.005698621476657274
2017,1,San Luis,3.50282414997505,3.50282414997505,0.0
2017,2,San Luis,3.50282414997505,3.50282414997505,0.0
2017,3,San Luis,3.50338739319684,3.50282414997505,0.016079688778950628
2017,4,San Luis,5.73220880135405,3.50338739319684,63.6190394612173
2018,1,San Luis,5.89436270457927,5.73220880135405,2.828820596816297
2018,2,San Luis,5.90057518488085,5.89436270457927,0.10539698035131058
2018,3,San Luis,8.81498757935413,5.90057518488085,49.392005069962174
2018,4,San Luis,8.81899279190052,8.81498757935413,0.045436394666865595
2019,1,San Luis,8.70855518875459,8.81899279190052,-1.2522700239346836
2019,2,San Luis,19.8759728483994,8.70855518875459,128.23502197087026
2019,3,San Luis,19.7438269823496,19.8759728483994,-0.6648523172059068
2019,4,San Luis,20.6903534221431,19.7438269823496,4.794037349697546
2020,1,San Luis,20.9893797442827,20.6903534221431,1.4452451151442285
2020,2,San Luis,21.0206269368907,20.9893797442827,0.14887144350471232
2020,3,San Luis,20.8499281337887,21.0206269368907,-0.8120538155901839
2020,4,San Luis,21.2529540821891,20.8499281337887,1.9329848324381862
2021,1,San Luis,21.5943798047108,21.2529540821891,1.6064859557939368
2021,2,San Luis,21.6618899896392,21.5943798047108,0.3126284965760907
2021,3,San Luis,21.6987070711638,21.6618899896392,0.1699624619191081
2021,4,San Luis,20.9097244480146,21.6987070711638,-3.6360812677069894
2022,1,San Luis,20.95,20.9097244480146,0.19261636893174464
2022,2,San Luis,19.32,20.95,-7.780429594272071
2022,3,San Luis,19.33,19.32,0.051759834368519726
2022,4,San Luis,30.67,19.33,58.665287118468726
2023,1,San Luis,55.85,30.67,82.0997717639387
2023,2,San Luis,103.84,55.85,85.9265890778872
2023,3,San Luis,104.97,103.84,1.0882126348227998
2023,4,San Luis,174.59,104.97,66.32371153662952
2024,1,San Luis,179.49,174.59,2.8065754052351255
2024,2,San Luis,181.61,179.49,1.1811242966181985
2014,2,Santa Cruz,3.31815166016344,3.31599147982063,0.06514432729867124
2014,3,Santa Cruz,3.30732226015574,3.31815166016344,-0.3263684459548372
2014,4,Santa Cruz,3.33302618371396,3.30732226015574,0.7771823105320654
2015,1,Santa Cruz,3.47421703066738,3.33302618371396,4.236115745004216
2015,2,Santa Cruz,3.47332349743749,3.47421703066738,-0.025718981341773285
2015,3,Santa Cruz,3.48068774435859,3.47332349743749,0.21202306455281372
2015,4,Santa Cruz,3.48096796191061,3.48068774435859,0.008050637477440536
2016,1,Santa Cruz,3.48315808971074,3.48096796191061,0.06291720648092572
2016,2,Santa Cruz,3.50211502760046,3.48315808971074,0.5442456931747862
2016,3,Santa Cruz,3.53583356483625,3.50211502760046,0.9628049612891465
2016,4,Santa Cruz,3.56391640895886,3.53583356483625,0.7942354640753723
2017,1,Santa Cruz,3.59193007563632,3.56391640895886,0.7860360194487196
2017,2,Santa Cruz,3.60311348968991,3.59193007563632,0.31134832299342163
2017,3,Santa Cruz,3.61047050575864,3.60311348968991,0.20418496641257167
2017,4,Santa Cruz,5.20658482887451,3.61047050575864,44.20793136434972
2018,1,Santa Cruz,5.18928995085579,5.20658482887451,-0.33217317276396374
2018,2,Santa Cruz,5.18928995085579,5.18928995085579,0.0
2018,3,Santa Cruz,5.36971571660038,5.18928995085579,3.476887347850647
2018,4,Santa Cruz,5.11950736477287,5.36971571660038,-4.659620081077949
2019,1,Santa Cruz,5.77999297039756,5.11950736477287,12.901350824680225
2019,2,Santa Cruz,6.00804731756081,5.77999297039756,3.9455817391342656
2019,3,Santa Cruz,5.01774694095645,6.00804731756081,-16.482899089523297
2019,4,Santa Cruz,5.20792506406971,5.01774694095645,3.790109890974475
2020,1,Santa Cruz,6.41717062736403,5.20792506406971,23.219334925479135
2020,2,Santa Cruz,6.59320241817803,6.41717062736403,2.7431371399627
2020,3,Santa Cruz,6.64936371202663,6.59320241817803,0.8518060008859802
2020,4,Santa Cruz,7.49210862811905,6.64936371202663,12.674068566412707
2021,1,Santa Cruz,7.50153184753176,7.49210862811905,0.12577526408711392
2021,2,Santa Cruz,7.6296670052024,7.50153184753176,1.7081198917098517
2021,3,Santa Cruz,7.69232694181298,7.6296670052024,0.8212669906544366
2021,4,Santa Cruz,8.99065098447755,7.69232694181298,16.878170318103674
2022,1,Santa Cruz,10.89,8.99065098447755,21.125823022178206
2022,2,Santa Cruz,11.81,10.89,8.448117539026628
2022,3,Santa Cruz,12.6,11.81,6.689246401354778
2022,4,Santa Cruz,14.33,12.6,13.730158730158735
2023,1,Santa Cruz,14.98,14.33,4.535938590369856
2023,2,Santa Cruz,15.48,14.98,3.337783711615487
2023,3,Santa Cruz,15.67,15.48,1.2273901808785497
2023,4,Santa Cruz,36.77,15.67,134.65220165922145
2024,1,Santa Cruz,31.6,36.77,-14.060375305955947
2024,2,Santa Cruz,29.89,31.6,-5.411392405063293
2014,2,Santa Fe,3.31169104109792,3.14740684527868,5.219668250568783
2014,3,Santa Fe,3.37559291224911,3.31169104109792,1.9295843228782898
2014,4,Santa Fe,3.78070786071651,3.37559291224911,12.001297520128915
2015,1,Santa Fe,4.06328306840814,3.78070786071651,7.474134953079309
2015,2,Santa Fe,4.30319618165638,4.06328306840814,5.904415449505728
2015,3,Santa Fe,4.55989545240263,4.30319618165638,5.965316474310528
