Año,Trimestre,Provincia,Accesos por cada 100 hogares,Acceso anterior,Variación (%)
2022,4,Jujuy,58.46,58.91,-0.7638771006620196
2023,1,Jujuy,58.2,58.46,-0.4447485460143654
2023,2,Jujuy,57.78,58.2,-0.7216494845360854
2023,3,Jujuy,57.61,57.78,-0.2942194530979607
2023,4,Jujuy,57.78,57.61,0.2950876583926431
2024,1,Jujuy,57.65,57.78,-0.224991346486678
2024,2,Jujuy,58.3,57.65,1.1274934952298328
2014,2,La Pampa,49.7075961603446,48.425321038282,2.6479434613327903
2014,3,La Pampa,55.7812017385042,49.7075961603446,12.218666858416626
2014,4,La Pampa,51.2731334522286,55.7812017385042,-8.081698037645197
2015,1,La Pampa,55.5080323273377,51.2731334522286,8.259489112470133
2015,2,La Pampa,56.7076652253,55.5080323273377,2.161187935626889
2015,3,La Pampa,57.9639597509152,56.7076652253,2.2153874976582713
2015,4,La Pampa,58.7563372001228,57.9639597509152,1.3670174581112675
2016,1,La Pampa,57.8408686550453,58.7563372001228,-1.5580762666662424
2016,2,La Pampa,60.4368602573793,57.8408686550453,4.4881615070757785
2016,3,La Pampa,61.7317854365091,60.4368602573793,2.1426082917199336
2016,4,La Pampa,63.016182768654,61.7317854365091,2.0806094025352566
2017,1,La Pampa,62.6692810457516,63.016182768654,-0.5504962497902258
2017,2,La Pampa,63.4935264809968,62.6692810457516,1.315230399154343
2017,3,La Pampa,69.1399370114264,63.4935264809968,8.89289167474346
2017,4,La Pampa,71.0497610637856,69.1399370114264,2.7622588838106283
2018,1,La Pampa,71.751636922758,71.0497610637856,0.9878651925968962
2018,2,La Pampa,71.0403378727806,71.751636922758,-0.9913349443764267
2018,3,La Pampa,71.7502365184484,71.0403378727806,0.9992895120221646
2018,4,La Pampa,73.4940482831421,71.7502365184484,2.4303916604446796
2019,1,La Pampa,76.3545743378065,73.4940482831421,3.8921873559665254
2019,2,La Pampa,77.083137502884,76.3545743378065,0.9541840438455034
2019,3,La Pampa,77.4526942329175,77.083137502884,0.47942616505415037
2019,4,La Pampa,76.9241896917042,77.4526942329175,-0.6823578526835538
2020,1,La Pampa,75.766787812914,76.9241896917042,-1.5046006768856675
2020,2,La Pampa,76.1015828898756,75.766787812914,0.44187576987991817
2020,3,La Pampa,79.2644770667028,76.1015828898756,4.156147686709916
2020,4,La Pampa,81.7679324894515,79.2644770667028,3.158357331547129
2021,1,La Pampa,81.7767634575221,81.7679324894515,0.010800038354567446
2021,2,La Pampa,82.080006723254,81.7767634575221,0.37081837542937685
2021,3,La Pampa,84.2799630965361,82.080006723254,2.6802585198361397
2021,4,La Pampa,89.5673427024131,84.2799630965361,6.273590319232494
2022,1,La Pampa,91.6633253140871,89.5673427024131,2.3401192314456525
2022,2,La Pampa,92.98,91.6633253140871,1.436424743921602
2022,3,La Pampa,96.59,92.98,3.8825553882555384
2022,4,La Pampa,94.8,96.59,-1.8531939124132997
2023,1,La Pampa,96.55,94.8,1.8459915611814346
2023,2,La Pampa,98.35,96.55,1.8643190056965273
2023,3,La Pampa,99.0,98.35,0.6609049313675707
2023,4,La Pampa,99.96,99.0,0.9696969696969635
2024,1,La Pampa,100.49,99.96,0.5302120848339347
2024,2,La Pampa,101.17,100.49,0.6766842471887818
2014,2,La Rioja,16.5025648163457,16.2941048158375,1.279358411304571
2014,3,La Rioja,16.5067132740672,16.5025648163457,0.02513826043203732
2014,4,La Rioja,17.0107508872361,16.5067132740672,3.0535310379490688
2015,1,La Rioja,16.7032017874138,17.0107508872361,-1.807968983033353
2015,2,La Rioja,16.8831909819638,16.7032017874138,1.0775730116942344
2015,3,La Rioja,17.1511294420325,16.8831909819638,1.5870131443453763
2015,4,La Rioja,17.3157786484107,17.1511294420325,0.959990459722685
2016,1,La Rioja,16.8335183724942,17.3157786484107,-2.785091480484836
2016,2,La Rioja,16.8789026111115,16.8335183724942,0.26960637469262555
2016,3,La Rioja,17.0745591064841,16.8789026111115,1.159177820267755
2016,4,La Rioja,16.4553163840162,17.0745591064841,-3.626698168930992
2017,1,La Rioja,16.1955241460542,16.4553163840162,-1.5787738861973357
2017,2,La Rioja,16.2034458061436,16.1955241460542,0.04891265029744573
2017,3,La Rioja,51.465252304947,16.2034458061436,217.61918372593163
2017,4,La Rioja,51.5684744054618,51.465252304947,0.2005665879245613
2018,1,La Rioja,51.4435101124481,51.5684744054618,-0.24232691475639573
2018,2,La Rioja,50.9778907392324,51.4435101124481,-0.9051080927369173
2018,3,La Rioja,50.7330431805956,50.9778907392324,-0.4803014700809606
2018,4,La Rioja,50.3479939174172,50.7330431805956,-0.7589713508959699
2019,1,La Rioja,50.1845878832627,50.3479939174172,-0.32455321739834003
2019,2,La Rioja,48.7049391442432,50.1845878832627,-2.9484126530268613
2019,3,La Rioja,47.9429051217464,48.7049391442432,-1.5645929055367058
2019,4,La Rioja,47.1358901105243,47.9429051217464,-1.6832834997644837
2020,1,La Rioja,46.346631384167,47.1358901105243,-1.6744326340430795
2020,2,La Rioja,49.8399350183955,46.346631384167,7.537340967183844
2020,3,La Rioja,50.1181132363027,49.8399350183955,0.5581432194976248
2020,4,La Rioja,50.1106121170115,50.1181132363027,-0.014966882842998356
2021,1,La Rioja,49.8069351907935,50.1106121170115,-0.6060132043665537
2021,2,La Rioja,76.9786615851933,49.8069351907935,54.55410233597813
2021,3,La Rioja,77.2601606138685,76.9786615851933,0.3656844934406593
2021,4,La Rioja,77.9234900964576,77.2601606138685,0.8585660155487964
2022,1,La Rioja,78.774598665645,77.9234900964576,1.0922362026313992
2022,2,La Rioja,80.14,78.774598665645,1.7333015432428662
2022,3,La Rioja,80.66,80.14,0.6488644871474869
2022,4,La Rioja,79.86,80.66,-0.9918175055789701
2023,1,La Rioja,79.74,79.86,-0.15026296018032123
2023,2,La Rioja,80.01,79.74,0.3386004514672815
2023,3,La Rioja,80.44,80.01,0.5374328208973785
2023,4,La Rioja,80.22,80.44,-0.2734957732471393
2024,1,La Rioja,80.03,80.22,-0.23684866616803507
2024,2,La Rioja,79.52,80.03,-0.6372610271148383
2014,2,Mendoza,32.0982381502412,31.9131229866058,0.5800596942928342
2014,3,Mendoza,32.3131795616557,32.0982381502412,0.6696361663479188
2014,4,Mendoza,32.6383818761503,32.3131795616557,1.0064076606082324
2015,1,Mendoza,32.3658875605183,32.6383818761503,-0.8348891702597357
2015,2,Mendoza,32.4919958318665,32.3658875605183,0.38963328631848754
2015,3,Mendoza,32.4919958318665,32.4919958318665,0.0
2015,4,Mendoza,32.4889524950014,32.4919958318665,-0.009366420212675121
2016,1,Mendoza,32.1233388880128,32.4889524950014,-1.1253474763301392
2016,2,Mendoza,32.1259717944259,32.1233388880128,0.008196241437655028
2016,3,Mendoza,32.0883588456665,32.1259717944259,-0.11707956727375615
2016,4,Mendoza,32.10735338479,32.0883588456665,0.059194486121465925
2017,1,Mendoza,31.8430127701797,32.10735338479,-0.8233024112648457
2017,2,Mendoza,31.7586053613908,31.8430127701797,-0.2650735638555774
2017,3,Mendoza,35.7049317772057,31.7586053613908,12.426006655230786
2017,4,Mendoza,33.3256255341505,35.7049317772057,-6.663802798733174
2018,1,Mendoza,37.0721511024033,33.3256255341505,11.242176277872257
2018,2,Mendoza,36.9728727240613,37.0721511024033,-0.26779772791649686
2018,3,Mendoza,37.9905972679962,36.9728727240613,2.75262501653702
2018,4,Mendoza,37.7577838459117,37.9905972679962,-0.6128185362345501
2019,1,Mendoza,37.6571649702829,37.7577838459117,-0.2664851200998088
2019,2,Mendoza,40.7546242353627,37.6571649702829,8.225418104427549
2019,3,Mendoza,40.7371425873534,40.7546242353627,-0.042894882083424096
2019,4,Mendoza,33.6490307202718,40.7371425873534,-17.399629470531533
2020,1,Mendoza,33.1420767001727,33.6490307202718,-1.5065932338838153
2020,2,Mendoza,36.2522434211,33.1420767001727,9.3843447079799
2020,3,Mendoza,37.3486331372327,36.2522434211,3.024336186307771
2020,4,Mendoza,38.6295789622782,37.3486331372327,3.429699342245887
2021,1,Mendoza,39.1536615289964,38.6295789622782,1.3566872350070556
2021,2,Mendoza,40.9732418261709,39.1536615289964,4.647280040021169
2021,3,Mendoza,45.548284680561,40.9732418261709,11.165928421772755
2021,4,Mendoza,47.5053170903177,45.548284680561,4.296610560599058
2022,1,Mendoza,48.7352409355834,47.5053170903177,2.5890235464113385
2022,2,Mendoza,49.39,48.7352409355834,1.3435022621146793
2022,3,Mendoza,51.03,49.39,3.3205102247418514
2022,4,Mendoza,51.36,51.03,0.6466784244561988
2023,1,Mendoza,51.4,51.36,0.07788161993769305
2023,2,Mendoza,52.09,51.4,1.3424124513618771
2023,3,Mendoza,52.03,52.09,-0.11518525628719961
2023,4,Mendoza,52.15,52.03,0.23063617143954918
2024,1,Mendoza,52.59,52.15,0.84372003835092
2024,2,Mendoza,52.3,52.59,-0.5514356341509912
2014,2,Misiones,23.3677476012998,23.1365386484773,0.9993238674779861
2014,3,Misiones,23.5673569543455,23.3677476012998,0.8542087857650223
2014,4,Misiones,24.1624306055883,23.5673569543455,2.5249910390697248
2015,1,Misiones,26.3056041051906,24.1624306055883,8.869858892038069
2015,2,Misiones,27.3476824488217,26.3056041051906,3.961430953891222
2015,3,Misiones,28.3063450934369,27.3476824488217,3.5054621041809844
2015,4,Misiones,28.6866588915424,28.3063450934369,1.3435637728930265
2016,1,Misiones,28.3676525909563,28.6866588915424,-1.1120371382118381
2016,2,Misiones,29.239512823022,28.3676525909563,3.073431011854861
2016,3,Misiones,29.9053857758982,29.239512823022,2.2773052236079607
2016,4,Misiones,29.7201498077974,29.9053857758982,-0.6194067165322656
2017,1,Misiones,29.522202363131,29.7201498077974,-0.6660378428323637
2017,2,Misiones,30.0892480250859,29.522202363131,1.9207430901668054
2017,3,Misiones,30.2059909330319,30.0892480250859,0.38798878539160353
2017,4,Misiones,31.1421848537985,30.2059909330319,3.0993650327254216
2018,1,Misiones,30.9567358844696,31.1421848537985,-0.5954911969070765
2018,2,Misiones,31.6309076822218,30.9567358844696,2.177787090564729
2018,3,Misiones,32.103666418059,31.6309076822218,1.494610083867162
2018,4,Misiones,34.4507488777944,32.103666418059,7.310948317152708
2019,1,Misiones,36.2571682655235,34.4507488777944,5.243483658764353
2019,2,Misiones,39.1461255416994,36.2571682655235,7.967961686966535
2019,3,Misiones,39.3329298674438,39.1461255416994,0.47719748291670866
2019,4,Misiones,39.7892368404862,39.3329298674438,1.1601143738343374
2020,1,Misiones,39.018347551712,39.7892368404862,-1.9374317026101067
2020,2,Misiones,40.8877960096961,39.018347551712,4.791203562648262
2020,3,Misiones,41.6044862854486,40.8877960096961,1.7528219803839329
2020,4,Misiones,42.6441141611923,41.6044862854486,2.4988359875682757
2021,1,Misiones,43.1724389059718,42.6441141611923,1.238915979782031
2021,2,Misiones,45.0128113119994,43.1724389059718,4.26284095284927
2021,3,Misiones,45.5706536580879,45.0128113119994,1.2392968353429437
2021,4,Misiones,49.064620730585,45.5706536580879,7.667142759706692
2022,1,Misiones,49.0433419977295,49.064620730585,-0.043368791073188064
2022,2,Misiones,51.0,49.0433419977295,3.9896506285421705
2022,3,Misiones,51.82,51.0,1.6078431372549025
2022,4,Misiones,52.85,51.82,1.9876495561559264
2023,1,Misiones,53.97,52.85,2.1192052980132403
2023,2,Misiones,55.18,53.97,2.2419862886788975
2023,3,Misiones,55.51,55.18,0.598042769119243
2023,4,Misiones,56.27,55.51,1.3691226805980996
2024,1,Misiones,56.76,56.27,0.87080149280255
2024,2,Misiones,57.73,56.76,1.7089499647639161
2014,2,Neuquén,50.8427490584487,49.7916051913856,2.1110865235671517
2014,3,Neuquén,56.3954110270698,50.8427490584487,10.921246532593601
2014,4,Neuquén,52.5549896972496,56.3954110270698,-6.809811755741603
2015,1,Neuquén,51.9544367381025,52.5549896972496,-1.1427134942023038
2015,2,Neuquén,53.1173365932314,51.9544367381025,2.238307117043669
2015,3,Neuquén,54.5993148967112,53.1173365932314,2.7900086836594964
2015,4,Neuquén,58.2893377687955,54.5993148967112,6.758368450345826
2016,1,Neuquén,55.7539370042541,58.2893377687955,-4.349681882813732
2016,2,Neuquén,59.098285533662,55.7539370042541,5.998407841858279
2016,3,Neuquén,60.2148508885395,59.098285533662,1.8893362891915246
2016,4,Neuquén,60.8736672281991,60.2148508885395,1.094109393177941
2017,1,Neuquén,61.0230200678275,60.8736672281991,0.24534884528726572
2017,2,Neuquén,61.9101342766616,61.0230200678275,1.4537369796645025
2017,3,Neuquén,60.8304131050389,61.9101342766616,-1.7440136162484885
2017,4,Neuquén,61.242323177851,60.8304131050389,0.6771449539572134
2018,1,Neuquén,61.5173903515637,61.242323177851,0.44914555725439975
2018,2,Neuquén,60.2367916140203,61.5173903515637,-2.0816857318311923
2018,3,Neuquén,60.4866167439691,60.2367916140203,0.4147384401706011
2018,4,Neuquén,59.0691692663678,60.4866167439691,-2.343406779719794
2019,1,Neuquén,58.8780043343749,59.0691692663678,-0.3236289495300973
2019,2,Neuquén,63.0809643276744,58.8780043343749,7.1384212845095965
2019,3,Neuquén,64.1388726949158,63.0809643276744,1.6770643545429842
2019,4,Neuquén,59.3559009282245,64.1388726949158,-7.457212086408315
2020,1,Neuquén,61.8474936235507,59.3559009282245,4.1977169183888385
2020,2,Neuquén,63.8984690337643,61.8474936235507,3.3161819340608156
2020,3,Neuquén,65.2441702553022,63.8984690337643,2.105999160679136
2020,4,Neuquén,67.0023452204809,65.2441702553022,2.6947617822388183
2021,1,Neuquén,66.8420894204527,67.0023452204809,-0.2391793891704317
2021,2,Neuquén,69.1402108463862,66.8420894204527,3.438135231646889
2021,3,Neuquén,69.7065334450161,69.1402108463862,0.8190929586375567
2021,4,Neuquén,73.3001625402001,69.7065334450161,5.155369113310766
2022,1,Neuquén,74.1730550999272,73.3001625402001,1.1908466904808976
2022,2,Neuquén,80.02,74.1730550999272,7.882842215674811
2022,3,Neuquén,80.37,80.02,0.4373906523369265
2022,4,Neuquén,78.67,80.37,-2.1152171208162285
2023,1,Neuquén,78.55,78.67,-0.15253590949536613
2023,2,Neuquén,78.97,78.55,0.5346912794398495
2023,3,Neuquén,79.97,78.97,1.2663036596175763
2023,4,Neuquén,79.91,79.97,-0.07502813555083442
2024,1,Neuquén,79.5,79.91,-0.513077211863342
2024,2,Neuquén,78.93,79.5,-0.7169811320754631
2014,2,Río Negro,45.3349103201463,44.9139571317885,0.9372435991837019
2014,3,Río Negro,46.1961871578301,45.3349103201463,1.8998092895775778
2014,4,Río Negro,45.478062751204,46.1961871578301,-1.5545101247698605
2015,1,Río Negro,45.3269490720278,45.478062751204,-0.332278179927965
2015,2,Río Negro,45.9761201343233,45.3269490720278,1.4321966856051163
2015,3,Río Negro,46.3891866567451,45.9761201343233,0.898437104338057
2015,4,Río Negro,46.4394811149431,46.3891866567451,0.1084184953923591
2016,1,Río Negro,45.8351263870833,46.4394811149431,-1.3013813103638083
2016,2,Río Negro,46.2401130781274,45.8351263870833,0.8835727595118611
2016,3,Río Negro,46.3879653621594,46.2401130781274,0.3197489672704448
2016,4,Río Negro,46.3852103506557,46.3879653621594,-0.005939065191138967
2017,1,Río Negro,46.0295387411952,46.3852103506557,-0.7667780457860227
2017,2,Río Negro,46.0208051229332,46.0295387411952,-0.01897394260479522
2017,3,Río Negro,48.5186589395006,46.0208051229332,5.427662140840432
2017,4,Río Negro,49.3756297682453,48.5186589395006,1.7662706420086407
2018,1,Río Negro,49.8168613122324,49.3756297682453,0.8936221088381294
2018,2,Río Negro,50.1478946239634,49.8168613122324,0.6645005385951941
2018,3,Río Negro,50.5426480870375,50.1478946239634,0.7871785366747208
2018,4,Río Negro,51.8614034542606,50.5426480870375,2.6091932598231264
2019,1,Río Negro,53.5716497810025,51.8614034542606,3.297724729432467
2019,2,Río Negro,61.0942074999118,53.5716497810025,14.042049758894942
2019,3,Río Negro,63.4247008870096,61.0942074999118,3.8145897663066677
2019,4,Río Negro,55.7050096828749,63.4247008870096,-12.171427056293481
2020,1,Río Negro,55.1156686596236,55.7050096828749,-1.0579677242789862
2020,2,Río Negro,56.369335248792,55.1156686596236,2.274610142009948
2020,3,Río Negro,57.052405915845,56.369335248792,1.211777048705999
2020,4,Río Negro,61.0886154804548,57.052405915845,7.074565042118292
2021,1,Río Negro,60.8792403032577,61.0886154804548,-0.3427400924875847
2021,2,Río Negro,61.9420405741775,60.8792403032577,1.7457515330770692
2021,3,Río Negro,61.9672131147541,61.9420405741775,0.040638862302994905
2021,4,Río Negro,65.6948996116065,61.9672131147541,6.015578738306782
2022,1,Río Negro,67.0364075498703,65.6948996116065,2.0420275336364084
2022,2,Río Negro,67.85,67.0364075498703,1.2136575927408328
2022,3,Río Negro,67.98,67.85,0.19159911569640334
2022,4,Río Negro,68.42,67.98,0.647249190938508
2023,1,Río Negro,69.16,68.42,1.081555100847698
2023,2,Río Negro,68.56,69.16,-0.8675534991324384
2023,3,Río Negro,68.4,68.56,-0.23337222870477917
2023,4,Río Negro,70.26,68.4,2.719298245614034
2024,1,Río Negro,71.14,70.26,1.2524907486478727
2024,2,Río Negro,71.35,71.14,0.29519257801517257
2014,3,Salta,29.2226843537979,28.9145940008629,1.0655185161023044
2014,4,Salta,29.534861619578,29.2226843537979,1.0682703272587226
2015,1,Salta,30.0097882334428,29.534861619578,1.6080204470976234
2015,2,Salta,30.4611238427009,30.0097882334428,1.5039613267085026
2015,3,Salta,31.1759452128584,30.4611238427009,2.346667752144632
2015,4,Salta,31.5934926480719,31.1759452128584,1.3393256639458166
2016,1,Salta,31.3155459711532,31.5934926480719,-0.8797592593348968
2016,2,Salta,32.081726025082,31.3155459711532,2.4466444066936535
2016,3,Salta,32.9558316811803,32.081726025082,2.724621659741473
2016,4,Salta,32.6941197393755,32.9558316811803,-0.7941293800036322
2017,1,Salta,32.5754893148231,32.6941197393755,-0.3628494221532019
2017,2,Salta,32.7394202636262,32.5754893148231,0.5032340334746837
2017,3,Salta,39.8397008069074,32.7394202636262,21.687251900332758
2017,4,Salta,39.796242471459,39.8397008069074,-0.10908298648885499
2018,1,Salta,39.7755916329188,39.796242471459,-0.05189142807896079
2018,2,Salta,39.9371920998973,39.7755916329188,0.40628048595702837
2018,3,Salta,39.4274134206841,39.9371920998973,-1.2764509781710878
2018,4,Salta,39.8016100697381,39.4274134206841,0.9490773464172988
2019,1,Salta,40.0983444177161,39.8016100697381,0.7455335285634793
2019,2,Salta,41.8931983203698,40.0983444177161,4.476129697416394
2019,3,Salta,44.4761779222872,41.8931983203698,6.165629995983083
2019,4,Salta,50.3546389223882,44.4761779222872,13.217100197711181
2020,1,Salta,49.5956802701287,50.3546389223882,-1.507226878201391
2020,2,Salta,51.5815833534036,49.5956802701287,4.004185591282233
2020,3,Salta,52.315712128488,51.5815833534036,1.42323815470073
2020,4,Salta,54.0427520014766,52.315712128488,3.301187736385903
2021,1,Salta,53.9300192633909,54.0427520014766,-0.20859918103840577
2021,2,Salta,54.9300901747889,53.9300192633909,1.8543863418882034
2021,3,Salta,55.9642780595842,54.9300901747889,1.8827347297346315
2021,4,Salta,56.8144260576222,55.9642780595842,1.5190904403928145
2022,1,Salta,56.1075934084976,56.8144260576222,-1.2441076997023917
2022,2,Salta,57.54,56.1075934084976,2.5529638761612947
2022,3,Salta,57.76,57.54,0.3823427181091395
2022,4,Salta,57.96,57.76,0.34626038781163926
2023,1,Salta,57.67,57.96,-0.5003450655624554
2023,2,Salta,57.48,57.67,-0.32946072481360295
2023,3,Salta,57.57,57.48,0.15657620041754247
2023,4,Salta,56.98,57.57,-1.024839326037873
2024,1,Salta,56.3,56.98,-1.193401193401193
2024,2,Salta,55.72,56.3,-1.0301953818827678
2014,3,San Juan,27.8542444781027,27.7826978179589,0.25752236378409105
2014,4,San Juan,28.0371457145607,27.8542444781027,0.6566368605035641
2015,1,San Juan,27.5531927597664,28.0371457145607,-1.7261134914420575
2015,2,San Juan,27.6430534204585,27.5531927597664,0.326135201374252
2015,3,San Juan,27.66538565566,27.6430534204585,0.08078787412454096
2015,4,San Juan,27.6648539357743,27.66538565566,-0.0019219680951428053
2016,1,San Juan,27.3307941100043,27.6648539357743,-1.2075242708511635
2016,2,San Juan,27.3407815140911,27.3307941100043,0.036542678001225064
2016,3,San Juan,27.3171271359908,27.3407815140911,-0.08651683233015431
2016,4,San Juan,27.2924214521971,27.3171271359908,-0.09044027093591372
2017,1,San Juan,27.0367609884239,27.2924214521971,-0.9367452580966166
2017,2,San Juan,26.964616120247,27.0367609884239,-0.26683990810803365
2017,3,San Juan,32.3668893599598,26.964616120247,20.034675129887635
2017,4,San Juan,30.2999291912817,32.3668893599598,-6.386032793238021
2018,1,San Juan,32.6091774516929,30.2999291912817,7.621299197872879
2018,2,San Juan,32.9466488486842,32.6091774516929,1.0348969933118557
2018,3,San Juan,33.0514165039238,32.9466488486842,0.31799184105421563
2018,4,San Juan,31.8962520702558,33.0514165039238,-3.495052726502225
2019,1,San Juan,31.8330580534655,31.8962520702558,-0.19812364365289198
2019,2,San Juan,35.5997173374818,31.8330580534655,11.832539863716432
2019,3,San Juan,37.0623130355423,35.5997173374818,4.108447503094593
2019,4,San Juan,32.8549757281553,37.0623130355423,-11.352063491968824
2020,1,San Juan,32.3922921363047,32.8549757281553,-1.408260336817434
2020,2,San Juan,35.0948577636503,32.3922921363047,8.343236767479691
2020,3,San Juan,38.7899552541285,35.0948577636503,10.52888578538539
2020,4,San Juan,36.3208821557581,38.7899552541285,-6.365238325732826
2021,1,San Juan,39.0551943353576,36.3208821557581,7.528209716585909
2021,2,San Juan,39.2840257006206,39.0551943353576,0.5859178763728201
2021,3,San Juan,39.4554480019856,39.2840257006206,0.4363664321762481
2021,4,San Juan,39.5888518648717,39.4554480019856,0.33811265526470385
2022,1,San Juan,43.5459816093316,39.5888518648717,9.995565817282948
2022,2,San Juan,49.46,43.5459816093316,13.5810887069338
2022,3,San Juan,50.8,49.46,2.7092600080873357
2022,4,San Juan,50.88,50.8,0.15748031496064058
2023,1,San Juan,49.75,50.88,-2.2209119496855396
2023,2,San Juan,47.52,49.75,-4.482412060301502
2023,3,San Juan,50.45,47.52,6.165824915824915
2023,4,San Juan,50.08,50.45,-0.7333994053518424
2024,1,San Juan,51.62,50.08,3.075079872204471
2024,2,San Juan,51.17,51.62,-0.8717551336691123
2014,3,San Luis,9.71121075967275,9.71791019987182,-0.06893910379165466
2014,4,San Luis,9.7863933663512,9.71121075967275,0.7741836578262367
2015,1,San Luis,9.71604896376059,9.7863933663512,-0.7187980286228536
2015,2,San Luis,9.70797183720366,9.71604896376059,-0.08313180169281624
2015,3,San Luis,9.70650326873876,9.70797183720366,-0.015127448755786595
2015,4,San Luis,9.70576898450631,9.70650326873876,-0.007564868749545976
2016,1,San Luis,9.58634628277021,9.70576898450631,-1.2304300867529352
2016,2,San Luis,9.60373385160232,9.58634628277021,0.18137847642079036
2016,3,San Luis,9.63053968688516,9.60373385160232,0.2791188895594746
2016,4,San Luis,9.64068243537056,9.63053968688516,0.10531858873093418
2017,1,San Luis,9.5455001936789,9.64068243537056,-0.987297759569874
2017,2,San Luis,9.5139703148683,9.5455001936789,-0.3303114364973535
2017,3,San Luis,15.4778617902981,9.5139703148683,62.685622069994395
2017,4,San Luis,10.5867310697542,15.4778617902981,-31.600816616735656
2018,1,San Luis,15.1487903482749,10.5867310697542,43.09223733428247
2018,2,San Luis,15.1504244913514,15.1487903482749,0.010787284257883466
2018,3,San Luis,52.3531149755192,15.1504244913514,245.55543315241698
2018,4,San Luis,67.5504536976004,52.3531149755192,29.02852815766096
2019,1,San Luis,67.3379373977716,67.5504536976004,-0.31460380825888573
2019,2,San Luis,81.789994425864,67.3379373977716,21.46198352159604
2019,3,San Luis,85.2260887684934,81.789994425864,4.201118201253753
2019,4,San Luis,74.9200260348146,85.2260887684934,-12.092614928832417
2020,1,San Luis,76.3085418464193,74.9200260348146,1.8533306581600435
2020,2,San Luis,78.4096773527651,76.3085418464193,2.753473537175697
2020,3,San Luis,79.9617220941719,78.4096773527651,1.9794045758206025
2020,4,San Luis,81.679478061057,79.9617220941719,2.148222826994735
2021,1,San Luis,81.2373017712751,81.679478061057,-0.5413554301257442
2021,2,San Luis,83.4781072006307,81.2373017712751,2.7583454650729617
2021,3,San Luis,79.8704334921291,83.4781072006307,-4.321700418806754
2021,4,San Luis,80.2957828313538,79.8704334921291,0.5325491807511298
2022,1,San Luis,80.7242306060177,80.2957828313538,0.5335868952965664
2022,2,San Luis,81.76,80.7242306060177,1.2830960248323429
2022,3,San Luis,81.74,81.76,-0.02446183953034519
2022,4,San Luis,90.27,81.74,10.435527281624665
2023,1,San Luis,90.17,90.27,-0.11077877478674458
2023,2,San Luis,93.41,90.17,3.5932128202284517
2023,3,San Luis,98.55,93.41,5.502622845519753
2023,4,San Luis,102.07,98.55,3.571790969051239
2024,1,San Luis,102.7,102.07,0.6172234740864208
2024,2,San Luis,103.4,102.7,0.6815968841285325
2014,3,Santa Cruz,28.231942904275,29.3770071530543,-3.897824726710623
2014,4,Santa Cruz,27.8026789696523,28.231942904275,-1.5204902336271813
2015,1,Santa Cruz,27.9948639434945,27.8026789696523,0.6912462430400319
2015,2,Santa Cruz,27.0722450274482,27.9948639434945,-3.2956720843813923
2015,3,Santa Cruz,27.6060609834294,27.0722450274482,1.971820052012574
2015,4,Santa Cruz,27.7447690664797,27.6060609834294,0.5024551787144138
2016,1,Santa Cruz,26.86586252145,27.7447690664797,-3.1678279351460366
2016,2,Santa Cruz,26.7289117253198,26.86586252145,-0.5097576748963766
2016,3,Santa Cruz,26.8352018954507,26.7289117253198,0.39765992429169583
2016,4,Santa Cruz,27.0467602148458,26.8352018954507,0.7883611989182159
2017,1,Santa Cruz,26.5249917378546,27.0467602148458,-1.9291348495957987
2017,2,Santa Cruz,26.2486198287096,26.5249917378546,-1.0419302364968508
2017,3,Santa Cruz,33.2918297165896,26.2486198287096,26.832686571110482
2017,4,Santa Cruz,28.9124928828068,33.2918297165896,-13.154389143113224
2018,1,Santa Cruz,33.5527598985762,28.9124928828068,16.049349444124886
2018,2,Santa Cruz,33.3323645100661,33.5527598985762,-0.6568621752020198
2018,3,Santa Cruz,32.7278502945593,33.3323645100661,-1.813595358121798
2018,4,Santa Cruz,23.6891941006561,32.7278502945593,-27.61762875518223
2019,1,Santa Cruz,23.6676549967689,23.6891941006561,-0.0909237511233165
2019,2,Santa Cruz,28.8460630553221,23.6676549967689,21.879683725574658
2019,3,Santa Cruz,35.6281609788596,28.8460630553221,23.511346801574014
2019,4,Santa Cruz,36.7113630853583,35.6281609788596,3.0402975532232337
2020,1,Santa Cruz,35.9742762889655,36.7113630853583,-2.007789235934899
2020,2,Santa Cruz,35.792623969796,35.9742762889655,-0.5049505866646719
2020,3,Santa Cruz,35.9515289078445,35.792623969796,0.4439600130535121
2020,4,Santa Cruz,36.999572459088,35.9515289078445,2.915157110369297
2021,1,Santa Cruz,41.6478310399074,36.999572459088,12.563006196785595
2021,2,Santa Cruz,44.0149166554342,41.6478310399074,5.683574765895083
2021,3,Santa Cruz,43.7473202801201,44.0149166554342,-0.6079674702304836
2021,4,Santa Cruz,43.0512146611735,43.7473202801201,-1.5911960195260797
2022,1,Santa Cruz,43.3384231105305,43.0512146611735,0.6671320463717828
2022,2,Santa Cruz,43.15,43.3384231105305,-0.4347714960693088
2022,3,Santa Cruz,43.19,43.15,0.09269988412514286
2022,4,Santa Cruz,43.53,43.19,0.7872192637184613
2023,1,Santa Cruz,43.42,43.53,-0.2526992878474602
2023,2,Santa Cruz,41.66,43.42,-4.05343159834179
2023,3,Santa Cruz,40.89,41.66,-1.8482957273163612
2023,4,Santa Cruz,73.75,40.89,80.36194668623135
2024,1,Santa Cruz,67.58,73.75,-8.366101694915256
2024,2,Santa Cruz,69.92,67.58,3.4625628884285344
